seed,budget,method,dH,R_pi,R_pi_lip
19,100,uniform,0.3232953887724081,0.26159041299494407,0.31493775915674793
19,200,active,0.004795033365567574,0.0032835616693926034,0.010066646533479634
19,200,uniform,0.32846839363722363,0.22214414089464618,0.48823977693455367
19,500,active,0.0018760409215141521,0.0010447696220794646,0.0011228194153106348
19,500,uniform,0.22802167236670498,0.10970702918514189,0.18318708258173252
19,1000,active,0.00032612560539577867,0.0002860678727122344,0.00021734084392006155
19,1000,uniform,0.060940080172385065,0.061181211559629606,0.06666615752043262
19,2000,active,0.0005538518544483256,0.0002798490059141423,0.0001342588067479504
19,2000,uniform,0.157021644464838,0.0798813440214924,0.07440480634716752
19,5000,active,0.00014279319055060524,0.00014925280315420924,0.00013866324740364263
19,5000,uniform,0.06672452590244848,0.0639983582191653,0.10027411568501969
19,10000,active,0.00013341192280625364,0.00013059620275993308,0.0002706277658128344
19,10000,uniform,0.0844722597363424,0.0800430345582428,0.08867876206464934
19,25000,active,3.583519248942513e-05,6.840753477901257e-05,8.418587863277353e-05
19,25000,uniform,0.02928879749574101,0.018009838247274583,0.006001734350890979
19,50000,active,8.53053882568025e-05,5.596980118282847e-05,4.277603953711589e-05
19,50000,uniform,0.07535467837948603,0.03733807625574468,0.04750145295635777
19,100000,active,6.485659066083477e-05,7.462640157710462e-05,5.7205783860023506e-05
19,100000,uniform,0.05745630967364677,0.042213667825448845,0.03629050683559549
20,100,active,0.00927073729821909,0.004707682166155683,0.007341492368591547
20,100,uniform,0.41210940678314545,0.23960671886368867,0.2853536128008611
20,200,active,0.0033484165876066854,0.0022450109141112307,0.002749881206400301
20,200,uniform,0.2293725473647917,0.14746798838315683,0.14241143897338318
20,500,active,0.002326659303609188,0.0014800902979459083,0.00183752047933381
20,500,uniform,0.2827916701349658,0.17167181796133107,0.2426357531869652
20,1000,active,0.0007397531787394753,0.0004726338766549959,0.0012958362196794002
20,1000,uniform,0.13823084503114785,0.08096964571115851,0.1733188675735825
20,2000,active,0.00035163109573002616,0.00023631693832749796,0.00033283926141286166
20,2000,uniform,0.09969036386362917,0.06383666768241492,0.05127580362091207
20,5000,active,0.00021629438893299574,0.00016169053675039335,9.168117021091053e-05
20,5000,uniform,0.1010702296185851,0.06629312006766128,0.05491794026556467
20,10000,active,9.626268466462334e-05,0.00012437733596184103,9.830556804972357e-05
20,10000,uniform,0.060950523243041024,0.0528168357161958,0.032105357306661295
20,25000,active,7.632312522265718e-05,7.462640157710462e-05,5.7702775212276564e-05
20,25000,uniform,0.06238036978723785,0.051392715219432714,0.05114002545196262
20,50000,active,4.631816216194018e-05,4.353206758664436e-05,4.210130743901535e-05
20,50000,uniform,0.04091523740959485,0.022960056218555853,0.02199909635897793
20,100000,active,2.5123537099706453e-05,4.9750934384736417e-05,3.110541897655971e-05
20,100000,uniform,0.02225688573805874,0.022014788465245863,0.028038554052267038
21,100,active,0.01283844447048138,0.008040994769933023,0.005935392226084354
21,100,uniform,0.5707036629939711,0.34586227697588945,0.9060059434881725
21,200,active,0.004679999101562325,0.0031218711326422097,0.0022925236186173066
21,200,uniform,0.3205883400421019,0.24329450687495724,0.20328443194769782
21,500,active,0.0023268163897835407,0.00190919210701426,0.0016622108137072957
21,500,uniform,0.28281076302989583,0.23943259059334207,0.14416439960697874
21,1000,active,0.0012061415264689947,0.0010447696220794646,0.0006974834144745318
21,1000,uniform,0.22538052856367183,0.2147747837389071,0.22533332214406077
21,2000,active,0.0005847499651488691,0.0004104452086740754,0.0007715446336008145
21,2000,uniform,0.16578151791128545,0.1194022425233674,0.10922840137885444
21,5000,active,9.533841738871424e-05,6.840753477901257e-05,3.964449397127369e-05
21,5000,uniform,0.04454981834935523,0.022045882799236322,0.029985600213186022
21,10000,active,8.987175057832473e-05,8.084526837519668e-05,0.00012522041181060075
21,10000,uniform,0.05690398352805489,0.05073351533883496,0.10401141206683796
21,25000,active,4.826022970041283e-05,6.840753477901257e-05,7.189009894441737e-05
21,25000,uniform,0.039444021270681355,0.026871723434555756,0.016960615312667446
21,50000,active,3.7501347742286835e-05,4.353206758664436e-05,5.799405296526092e-05
21,50000,uniform,0.03312688747645127,0.02019266049340489,0.014456035739568038
21,100000,active,3.2071510940000214e-05,4.353206758664436e-05,1.4759439881203547e-05
21,100000,uniform,0.028412080337549404,0.02076479623882936,0.009767196377856129
22,100,active,0.003994852454794645,0.002444014651650176,0.002472683283503449
22,100,uniform,0.17758202205210644,0.11126796475146299,0.12744548455352378
22,200,active,0.00360877128757299,0.002736301391160503,0.0028196406394491503
22,200,uniform,0.24720731170406124,0.18124887283039284,0.495323160118408
22,500,active,0.0007799603444288983,0.0006902942145882178,0.0014155070248818929
22,500,uniform,0.09479956437883194,0.08208904173481509,0.033095464725920586
22,1000,active,0.0004363026791385505,0.0002798490059141423,0.00035132049757310725
22,1000,uniform,0.0815278524783511,0.05306559038811948,0.02006297331485082
22,2000,active,0.0006142770432694539,0.00040422634187598335,0.0003159803774939307
22,2000,uniform,0.17415269212602696,0.13357503995621917,0.1273757036637682
22,5000,active,0.00027194776042879093,0.00016169053675039335,0.00013327603750152805
22,5000,uniform,0.12707598531050546,0.07116249277056735,0.2765382539885866
22,10000,active,0.0001981025814808903,0.00013059620275993308,0.00011783307229116862
22,10000,uniform,0.12543236290502172,0.09424070745828696,0.11154793299163675
22,25000,active,1.926973418143328e-05,2.4875467192368208e-05,2.5144368869897784e-05
22,25000,uniform,0.015749527295038628,0.010845703695872538,0.015798716797142214
22,50000,active,2.4900600699675845e-05,2.4875467192368208e-05,2.3896233076279515e-05
22,50000,uniform,0.021995993401150927,0.014869310514238095,0.01279393478905865
22,100000,active,1.6237005759547896e-05,1.8656600394276155e-05,3.1140195944572264e-05
22,100000,uniform,0.014384327353434881,0.0075310476924894745,0.005555597388245767
23,100,active,0.00378863435477763,0.0031716220670269463,0.0015816625947442234
23,100,uniform,0.16841506842887632,0.14651028289625065,0.23512450351939945
23,200,active,0.0024815214559665913,0.0018718789062257075,0.002601330020430458
23,200,uniform,0.16998867458790895,0.12085123848732283,0.22701972496694076
23,500,active,0.003414689600706479,0.0021268524449474815,0.0024055134787730665
23,500,uniform,0.41503531422858564,0.2696127511644828,0.36270749008996034
23,1000,active,0.0006267791308378484,0.0005410414114340085,0.0007147912816786093
23,1000,uniform,0.11712042799359848,0.10643590524934546,0.12936144149478146
23,2000,active,0.00024164099553980467,0.0002300980715294059,0.00011927738551142164
23,2000,uniform,0.06850724825609414,0.0690107648584275,0.06210236557912612
23,5000,active,0.00018483420357777626,0.00015547166995230128,0.00030054480976729947
23,5000,uniform,0.08636948692533133,0.0650120335072543,0.12047205205697789
23,10000,active,6.76519924232219e-05,9.328300197138078e-05,0.00015990833338599703
23,10000,uniform,0.04283512714194868,0.03471993333374793,0.051762192511575274
23,25000,active,5.62732548016337e-05,6.840753477901257e-05,6.503928408667161e-05
23,25000,uniform,0.0459932220204151,0.04395495052891462,0.06132459791046708
23,50000,active,6.066437932006271e-05,4.353206758664436e-05,3.283075221506624e-05
23,50000,uniform,0.053587995860106576,0.028731164607185278,0.02229348441377486
23,100000,active,5.3827407483780745e-05,8.706413517328872e-05,5.290106904621269e-05
23,100000,uniform,0.04768558078384774,0.045093003152965466,0.031516976505436674
24,100,active,0.00383702856333,0.003233810735007867,0.0029335043163380642
24,100,uniform,0.17056632220046392,0.1434879136323779,0.18492214007294816
24,200,active,0.003679281462694188,0.0019465053078028122,0.001610383161317868
24,200,uniform,0.25203738528049413,0.15058985951579903,0.18727283398509736
24,500,active,0.0013669119110735276,0.0006591998805977574,0.0011658161137552269
24,500,uniform,0.16614005396502518,0.07469480911188363,0.031065826976938257
24,1000,active,0.0012835521990657306,0.0009017356857233475,0.0011195676444509
24,1000,uniform,0.23984554607898745,0.1682079091547938,0.291541136223673
24,2000,active,0.00039513960520107944,0.00025497353872177414,0.00032884535057284124
24,2000,uniform,0.11202539109246537,0.06958911947065005,0.04443483738846634
24,5000,active,0.0002788342547979314,0.0001803471371446695,0.0001359272886566739
24,5000,uniform,0.13029391237088445,0.08809024819497391,0.18622143769889168
24,10000,active,0.00011752385471833936,0.00011815846916374898,5.2899086577361114e-05
24,10000,uniform,0.0744124316040091,0.055926269115241824,0.037919322838066524
24,25000,active,7.544479420044837e-05,9.328300197138078e-05,4.211787292222784e-05
24,25000,uniform,0.06166249281613154,0.05302205832053283,0.028157502102408073
24,50000,active,2.2607306753663864e-05,3.731320078855231e-05,4.611571279318391e-05
24,50000,uniform,0.01997020779416389,0.010472571687987015,0.007071210819464911
24,100000,active,3.878908506421003e-05,4.9750934384736417e-05,6.427910541909076e-05
24,100000,uniform,0.034363164339895405,0.023687663633932626,0.023574224785382986
25,100,active,0.016464164524696685,0.009029794590829658,0.015061002649309143
25,100,uniform,0.7318767490862159,0.36581240166416873,0.1238426731403018
25,200,active,0.007478860425010933,0.005180316042810679,0.006772167781167219
25,200,uniform,0.5123153652445057,0.19252367833533374,0.1362205454235041
25,500,active,0.0005674528129068421,0.00031716220670269463,0.00039140044810148205
25,500,uniform,0.06897053145503391,0.039079358959210456,0.06271246036293787
25,1000,active,0.0006038580202750235,0.0005223848110397323,0.0007895912235993474
25,1000,uniform,0.112837371734826,0.09087008165372105,0.15515520629720417
25,2000,active,0.00031715935003116813,0.00018656600394276155,0.00026262396714309453
25,2000,uniform,0.0899173349322806,0.05345116012960118,0.033212481630474876
25,5000,active,9.904431326393723e-05,9.328300197138078e-05,8.43555088932787e-05
25,5000,uniform,0.0462815125874608,0.03610052176292436,0.03538856610409249
25,10000,active,7.424733045364312e-05,9.328300197138078e-05,8.687251837520747e-05
25,10000,uniform,0.04701108904577236,0.0400557210465109,0.03612813701657621
25,25000,active,1.1188853817303834e-05,4.353206758664436e-05,2.7720533989834994e-05
25,25000,uniform,0.009144867123626887,0.006977568547459282,0.007351275185721036
25,50000,active,3.372997470417394e-05,3.731320078855231e-05,4.0154965802851744e-05
25,50000,uniform,0.02979543786765118,0.020497384966511403,0.01577921677573404
25,100000,active,5.61375197906111e-05,6.218866798092052e-05,4.3663397052820966e-05
25,100000,uniform,0.049732104147575014,0.029844341764043755,0.04468904007465164
26,100,active,0.00978636664205474,0.005317131112368704,0.0076776738031326406
26,100,uniform,0.4350305290383206,0.19546520233083128,0.2755784345538807
26,200,active,0.005583648585940779,0.0041790784883178585,0.00534711394868507
26,200,uniform,0.3824899519633756,0.2732694448417609,0.1696172060111563
26,500,active,0.0010220172898348992,0.0009763620873004521,0.0006248333954485101
26,500,uniform,0.12422015369885865,0.11763608435270925,0.08094838243389849
26,1000,active,0.00045620589936112843,0.0003295999402988787,0.0002358948889413506
26,1000,uniform,0.08524698343890261,0.06330806400457709,0.09744075596671198
26,2000,active,0.0002837876075703974,0.0002176603379332218,0.000254780902261222
26,2000,uniform,0.08045616614179257,0.05465140142163295,0.10226731419689249
26,5000,active,0.00022434783639303096,0.00013681506955802515,0.000314066450458151
26,5000,uniform,0.10483345153119068,0.05465140142163295,0.020000476845826922
26,10000,active,0.00011305442678003131,0.00013681506955802515,5.088011881307842e-05
26,10000,uniform,0.07158252952529372,0.0704970740231715,0.028158710184370696
26,25000,active,0.0001204025088801105,9.328300197138078e-05,0.00011061541416868588
26,25000,uniform,0.09840730454024468,0.07782911797812203,0.07411994892588405
26,50000,active,6.249973374560652e-05,9.950186876947283e-05,7.17863491285907e-05
26,50000,uniform,0.0552092597132273,0.054676276888825315,0.11272951095334854
26,100000,active,8.6352457241895e-05,7.462640157710462e-05,7.140969569337856e-05
26,100000,uniform,0.07649945015331584,0.04363778832221193,0.025606014536185433
27,100,active,0.0054659158241950456,0.0030285881306708292,0.003225687217153994
27,100,uniform,0.24297477701890524,0.13618074514461975,0.14621475655437272
27,200,active,0.0020612022644000416,0.0012437733596184102,0.001377150787184217
27,200,uniform,0.14119605540404093,0.07563385799839553,0.04209112312212009
27,500,active,0.000651088055381395,0.0005286036778378244,0.0004909447445221013
27,500,uniform,0.07913590025863283,0.06659162567396969,0.03187111450125272
27,1000,active,0.0008836902771184943,0.0006902942145882178,0.000853013337632269
27,1000,uniform,0.16512704137349732,0.125590014987469,0.14329577774626118
27,2000,active,0.0007065778739978462,0.00044153954266453566,0.0003281362797805157
27,2000,uniform,0.20032075152682818,0.1262865280688553,0.15947208802680032
27,5000,active,0.00014819854954229578,0.00015547166995230128,0.00018468090674859946
27,5000,uniform,0.0692503467392995,0.056765816132984245,0.039672954975837914
27,10000,active,0.00010927522997467715,9.328300197138078e-05,6.002959492954398e-05
27,10000,uniform,0.06918966022679054,0.04923476844049477,0.05310726719932493
27,25000,active,9.065341304877184e-05,8.084526837519668e-05,0.00011708463889411056
27,25000,uniform,0.07409279182367928,0.04485668621463797,0.08197137228031463
27,50000,active,8.225209671366279e-05,8.706413517328872e-05,5.18985151144084e-05
27,50000,uniform,0.07265754743691091,0.048482285557925636,0.026225678428044588
27,100000,active,4.006285427023918e-05,3.731320078855231e-05,7.407542188442412e-05
27,100000,uniform,0.03549159365157189,0.022045882799236322,0.02854863440976562
28,100,active,0.014798342527244233,0.007543485426085659,0.010468632138669332
28,100,uniform,0.6578264450927749,0.2938227996094552,0.2562324390638581
28,200,active,0.0031954360042862964,0.0025932674548043854,0.002341673391061872
28,200,uniform,0.2188931027749461,0.1702539163313661,0.19815751239632295
28,500,active,0.001081613286328248,0.0006591998805977574,0.0006336612101147801
28,500,uniform,0.13146369440788452,0.08391116970665605,0.08859206809930611
28,1000,active,0.0002660250832847502,0.00022387920473131387,0.00010917847513856199
28,1000,uniform,0.04970965062236408,0.04097611333262853,0.032026776873493604
28,2000,active,0.0007514888913996362,0.00031716220670269463,0.0004729657659464282
28,2000,uniform,0.21305340151321775,0.08101317777874516,0.058029737194764855
28,5000,active,0.00017507359441767956,0.00018656600394276155,9.850807091400939e-05
28,5000,uniform,0.0818085410131445,0.06703316521663423,0.03652140089336728
28,10000,active,0.00010055888238729577,0.00012437733596184103,0.00014053003759891276
28,10000,uniform,0.0636707413635666,0.053494692197187825,0.06974373391415413
28,25000,active,5.0407019180659374e-05,3.731320078855231e-05,4.606411863041954e-05
28,25000,uniform,0.04119863392896231,0.024346863514530383,0.03616765202308807
28,50000,active,2.2744798880300343e-05,4.353206758664436e-05,2.3848288558148512e-05
28,50000,uniform,0.020091661727961292,0.021355588584648106,0.016751829888984566
28,100000,active,2.509273308914234e-05,3.109433399046026e-05,3.356709218341683e-05
28,100000,uniform,0.022229596533539557,0.020043407690250682,0.004113179781413405
29,100,active,0.007788725292517708,0.0052735990447820595,0.004692016819844505
29,100,uniform,0.3462299552499425,0.2130397199022394,0.1360612796401188
29,200,active,0.00382270746740513,0.002804708925939515,0.0019171129101597012
29,200,uniform,0.2618623240831112,0.17231236124153457,0.19647468619105604
29,500,active,0.0018362452026213097,0.0012437733596184102,0.0008733805599858269
29,500,uniform,0.22318473823008358,0.15787215253636483,0.24692860325685062
29,1000,active,0.0009677737128929997,0.0009141734193195316,0.0015912607597183927
29,1000,uniform,0.18083893652215177,0.16598155484107685,0.5608702973609757
29,2000,active,0.0004026407861367279,0.0003233810735007867,0.0001779865400497513
29,2000,uniform,0.11415203878079873,0.08728801437802004,0.35830641347495196
29,5000,active,0.00024537305954531324,0.00022387920473131387,0.00013929393972456758
29,5000,uniform,0.114658136037606,0.08837009720088805,0.24280356583438717
29,10000,active,7.886165439278026e-05,0.00011193960236565693,0.0002147366123906888
29,10000,uniform,0.04993273474345861,0.03732563852214849,0.01556063038943745
29,25000,active,5.042964239213464e-05,4.9750934384736417e-05,8.529051714528684e-05
29,25000,uniform,0.04121712431822876,0.029788371962860927,0.026721914801902703
29,50000,active,4.8894181515039825e-05,5.596980118282847e-05,7.95991219278083e-05
29,50000,uniform,0.04319076904736346,0.027176447907662264,0.046074649842595426
29,100000,active,5.7578448666516235e-05,7.462640157710462e-05,6.627247222090175e-05
29,100000,uniform,0.05100861983957523,0.03376844671363984,0.0224915471871839
